"year","geo","dguid","employee","value"
2017,"Northwest Territories","61","wage",983.07
2017,"Nunavut","62","total",1338.07
2017,"Nunavut","62","salary",1768.58
2017,"Nunavut","62","wage",970.28
2018,"Canada","1","total",1001.06
2018,"Canada","1","salary",1358.2
2018,"Canada","1","wage",756.27
2018,"Newfoundland and Labrador","10","total",1036.75
2018,"Newfoundland and Labrador","10","salary",1331.79
2018,"Newfoundland and Labrador","10","wage",826.58
2018,"Prince Edward Island","11","total",840.93
2018,"Prince Edward Island","11","salary",1155.57
2018,"Prince Edward Island","11","wage",639.44
2018,"Nova Scotia","12","total",871.66
2018,"Nova Scotia","12","salary",1174.52
2018,"Nova Scotia","12","wage",669.95
2018,"New Brunswick","13","total",911.95
2018,"New Brunswick","13","salary",1242.07
2018,"New Brunswick","13","wage",709.51
2018,"Quebec","24","total",931.07
2018,"Quebec","24","salary",1270.43
2018,"Quebec","24","wage",739.49
2018,"Ontario","35","total",1021.05
2018,"Ontario","35","salary",1384.95
2018,"Ontario","35","wage",745.09
2018,"Manitoba","46","total",941.1
2018,"Manitoba","46","salary",1261.71
2018,"Manitoba","46","wage",718.93
2018,"Saskatchewan","47","total",1014.87
2018,"Saskatchewan","47","salary",1363.78
2018,"Saskatchewan","47","wage",779.94
2018,"Alberta","48","total",1147.56
2018,"Alberta","48","salary",1519.71
2018,"Alberta","48","wage",870.63
2018,"British Columbia","59","total",969.92
2018,"British Columbia","59","salary",1325.35
2018,"British Columbia","59","wage",737.86
2018,"Yukon","60","total",1120.15
2018,"Yukon","60","salary",1527.21
2018,"Yukon","60","wage",816.47
2018,"Northwest Territories","61","total",1422.78
2018,"Northwest Territories","61","salary",1898.34
2018,"Northwest Territories","61","wage",1003.3
2018,"Nunavut","62","total",1375.73
2018,"Nunavut","62","salary",1813.91
2018,"Nunavut","62","wage",1010
2019,"Canada","1","total",1028.2
2019,"Canada","1","salary",1392.44
2019,"Canada","1","wage",775.26
2019,"Newfoundland and Labrador","10","total",1059.04
2019,"Newfoundland and Labrador","10","salary",1368.45
2019,"Newfoundland and Labrador","10","wage",852.22
2019,"Prince Edward Island","11","total",866.91
2019,"Prince Edward Island","11","salary",1184.39
2019,"Prince Edward Island","11","wage",652.18
2019,"Nova Scotia","12","total",904.77
2019,"Nova Scotia","12","salary",1206.82
2019,"Nova Scotia","12","wage",701.81
2019,"New Brunswick","13","total",941.47
2019,"New Brunswick","13","salary",1288.76
2019,"New Brunswick","13","wage",740.91
2019,"Quebec","24","total",964.3
2019,"Quebec","24","salary",1297.63
2019,"Quebec","24","wage",770.86
2019,"Ontario","35","total",1048.82
2019,"Ontario","35","salary",1419.86
2019,"Ontario","35","wage",764.02
2019,"Manitoba","46","total",959.01
2019,"Manitoba","46","salary",1299.88
2019,"Manitoba","46","wage",725.66
2019,"Saskatchewan","47","total",1041.7
2019,"Saskatchewan","47","salary",1413.06
2019,"Saskatchewan","47","wage",791.85
2019,"Alberta","48","total",1164.32
2019,"Alberta","48","salary",1551.99
2019,"Alberta","48","wage",866.26
2019,"British Columbia","59","total",998.27
2019,"British Columbia","59","salary",1359.96
2019,"British Columbia","59","wage",758.2
2019,"Yukon","60","total",1168.63
2019,"Yukon","60","salary",1573.69
2019,"Yukon","60","wage",841.2
2019,"Northwest Territories","61","total",1456.77
2019,"Northwest Territories","61","salary",1954
2019,"Northwest Territories","61","wage",979.33
2019,"Nunavut","62","total",1441.41
2019,"Nunavut","62","salary",1927.08
2019,"Nunavut","62","wage",1068.69
2020,"Canada","1","total",1096.36
2020,"Canada","1","salary",1437.25
2020,"Canada","1","wage",840.74
2020,"Newfoundland and Labrador","10","total",1096.19
2020,"Newfoundland and Labrador","10","salary",1388.47
2020,"Newfoundland and Labrador","10","wage",894.19
2020,"Prince Edward Island","11","total",943.3
2020,"Prince Edward Island","11","salary",1230.96
2020,"Prince Edward Island","11","wage",714.19
2020,"Nova Scotia","12","total",965.03
2020,"Nova Scotia","12","salary",1257.35
2020,"Nova Scotia","12","wage",748.78
2020,"New Brunswick","13","total",995.85
2020,"New Brunswick","13","salary",1314.18
2020,"New Brunswick","13","wage",787.75
2020,"Quebec","24","total",1039.41
2020,"Quebec","24","salary",1349.16
2020,"Quebec","24","wage",841.48
2020,"Ontario","35","total",1125.3
2020,"Ontario","35","salary",1469.89
2020,"Ontario","35","wage",833.3
2020,"Manitoba","46","total",993.46
2020,"Manitoba","46","salary",1317.02
2020,"Manitoba","46","wage",765.22
2020,"Saskatchewan","47","total",1092.09
2020,"Saskatchewan","47","salary",1419.33
2020,"Saskatchewan","47","wage",846.31
2020,"Alberta","48","total",1201.78
2020,"Alberta","48","salary",1574.98
2020,"Alberta","48","wage",912.42
2020,"British Columbia","59","total",1081.42
2020,"British Columbia","59","salary",1431.62
2020,"British Columbia","59","wage",836.16
2020,"Yukon","60","total",1258.74
2020,"Yukon","60","salary",1648.84
2020,"Yukon","60","wage",937.34
2020,"Northwest Territories","61","total",1510.73
2020,"Northwest Territories","61","salary",1936.07
2020,"Northwest Territories","61","wage",1132.96
2020,"Nunavut","62","total",1474.91
2020,"Nunavut","62","salary",1884.9
2020,"Nunavut","62","wage",1194.82
2021,"Canada","1","total",1130.07
2021,"Canada","1","salary",1494.12
2021,"Canada","1","wage",868.58
2021,"Newfoundland and Labrador","10","total",1098.79
2021,"Newfoundland and Labrador","10","salary",1420.24
2021,"Newfoundland and Labrador","10","wage",885.66
2021,"Prince Edward Island","11","total",945.43
2021,"Prince Edward Island","11","salary",1258.76
2021,"Prince Edward Island","11","wage",711.12
2021,"Nova Scotia","12","total",980.65
2021,"Nova Scotia","12","salary",1281.69
2021,"Nova Scotia","12","wage",762.64
2021,"New Brunswick","13","total",1009.09
2021,"New Brunswick","13","salary",1372.41
2021,"New Brunswick","13","wage",791.5
2021,"Quebec","24","total",1071.5
2021,"Quebec","24","salary",1403.15
2021,"Quebec","24","wage",874.19
2021,"Ontario","35","total",1164.83
2021,"Ontario","35","salary",1534.87
2021,"Ontario","35","wage",863.41
2021,"Manitoba","46","total",1023.93
2021,"Manitoba","46","salary",1368.09
2021,"Manitoba","46","wage",787.78
2021,"Saskatchewan","47","total",1107.97
2021,"Saskatchewan","47","salary",1463.76
2021,"Saskatchewan","47","wage",865.91
2021,"Alberta","48","total",1225.96
2021,"Alberta","48","salary",1614.5
2021,"Alberta","48","wage",932.51
2021,"British Columbia","59","total",1126.15
2021,"British Columbia","59","salary",1494.1
2021,"British Columbia","59","wage",869.55
2021,"Yukon","60","total",1301.82
2021,"Yukon","60","salary",1708.51
2021,"Yukon","60","wage",974.06
2021,"Northwest Territories","61","total",1526.76
2021,"Northwest Territories","61","salary",1958.76
2021,"Northwest Territories","61","wage",1171.68
2021,"Nunavut","62","total",1491.58
2021,"Nunavut","62","salary",1921.48
2021,"Nunavut","62","wage",1167.4
2022,"Canada","1","total",1165.24
2022,"Canada","1","salary",1545.37
2022,"Canada","1","wage",890.59
2022,"Newfoundland and Labrador","10","total",1150.91
2022,"Newfoundland and Labrador","10","salary",1494.89
2022,"Newfoundland and Labrador","10","wage",911.03
2022,"Prince Edward Island","11","total",975.14
2022,"Prince Edward Island","11","salary",1305.62
2022,"Prince Edward Island","11","wage",736.6
2022,"Nova Scotia","12","total",1019.9
2022,"Nova Scotia","12","salary",1349.41
2022,"Nova Scotia","12","wage",790.13
2022,"New Brunswick","13","total",1066
2022,"New Brunswick","13","salary",1439.61
2022,"New Brunswick","13","wage",842.99
2022,"Quebec","24","total",1115.06
2022,"Quebec","24","salary",1460.06
2022,"Quebec","24","wage",904.28
2022,"Ontario","35","total",1192.64
2022,"Ontario","35","salary",1579.37
2022,"Ontario","35","wage",877.48
2022,"Manitoba","46","total",1057.21
2022,"Manitoba","46","salary",1414.57
2022,"Manitoba","46","wage",810
2022,"Saskatchewan","47","total",1141.08
2022,"Saskatchewan","47","salary",1519.96
2022,"Saskatchewan","47","wage",882.01
2022,"Alberta","48","total",1256.36
2022,"Alberta","48","salary",1679.32
2022,"Alberta","48","wage",947.02
2022,"British Columbia","59","total",1164.76
2022,"British Columbia","59","salary",1540.29
2022,"British Columbia","59","wage",899.29
2022,"Yukon","60","total",1338.04
2022,"Yukon","60","salary",1773.49
2022,"Yukon","60","wage",1016.81
2022,"Northwest Territories","61","total",1564.24
2022,"Northwest Territories","61","salary",2026.39
2022,"Northwest Territories","61","wage",1155.22
2022,"Nunavut","62","total",1554.1
2022,"Nunavut","62","salary",1988.78
2022,"Nunavut","62","wage",1225.48
2023,"Canada","1","total",1204.92
2023,"Canada","1","salary",1588.29
2023,"Canada","1","wage",924.37
2023,"Newfoundland and Labrador","10","total",1198.46
2023,"Newfoundland and Labrador","10","salary",1544.22
2023,"Newfoundland and Labrador","10","wage",971.02
2023,"Prince Edward Island","11","total",1017.29
2023,"Prince Edward Island","11","salary",1353.32
2023,"Prince Edward Island","11","wage",779.44
2023,"Nova Scotia","12","total",1068.71
2023,"Nova Scotia","12","salary",1403.98
2023,"Nova Scotia","12","wage",834.69
2023,"New Brunswick","13","total",1104.9
2023,"New Brunswick","13","salary",1475.7
2023,"New Brunswick","13","wage",877
2023,"Quebec","24","total",1155.57
2023,"Quebec","24","salary",1500.9
2023,"Quebec","24","wage",933.94
2023,"Ontario","35","total",1231.4
2023,"Ontario","35","salary",1618.09
2023,"Ontario","35","wage",910.9
2023,"Manitoba","46","total",1105.13
2023,"Manitoba","46","salary",1456.84
2023,"Manitoba","46","wage",853.48
2023,"Saskatchewan","47","total",1167.66
2023,"Saskatchewan","47","salary",1548.97
2023,"Saskatchewan","47","wage",911.57
2023,"Alberta","48","total",1282.85
2023,"Alberta","48","salary",1706.74
2023,"Alberta","48","wage",979.65
2023,"British Columbia","59","total",1213.24
2023,"British Columbia","59","salary",1613.9
2023,"British Columbia","59","wage",934.5
2023,"Yukon","60","total",1379.49
2023,"Yukon","60","salary",1804.56
2023,"Yukon","60","wage",1045.52
2023,"Northwest Territories","61","total",1593.79
2023,"Northwest Territories","61","salary",2002.76
2023,"Northwest Territories","61","wage",1220.39
2023,"Nunavut","62","total",1631.09
2023,"Nunavut","62","salary",2109.99
2023,"Nunavut","62","wage",1297.58
2024,"Canada","1","total",1260.2
2024,"Canada","1","salary",1671.84
2024,"Canada","1","wage",968.28
2024,"Newfoundland and Labrador","10","total",1243.37
2024,"Newfoundland and Labrador","10","salary",1577.5
2024,"Newfoundland and Labrador","10","wage",1019.4
2024,"Prince Edward Island","11","total",1074.62
2024,"Prince Edward Island","11","salary",1441.42
2024,"Prince Edward Island","11","wage",822.64
2024,"Nova Scotia","12","total",1122.33
2024,"Nova Scotia","12","salary",1450.15
2024,"Nova Scotia","12","wage",901.34
2024,"New Brunswick","13","total",1146.42
2024,"New Brunswick","13","salary",1533.7
2024,"New Brunswick","13","wage",919
2024,"Quebec","24","total",1207.71
2024,"Quebec","24","salary",1569.66
2024,"Quebec","24","wage",981.33
2024,"Ontario","35","total",1292.55
2024,"Ontario","35","salary",1715.88
2024,"Ontario","35","wage",956.74
2024,"Manitoba","46","total",1144.32
2024,"Manitoba","46","salary",1530.54
2024,"Manitoba","46","wage",875.62
2024,"Saskatchewan","47","total",1216.72
2024,"Saskatchewan","47","salary",1624.86
2024,"Saskatchewan","47","wage",941.65
2024,"Alberta","48","total",1327.96
2024,"Alberta","48","salary",1784.75
2024,"Alberta","48","wage",1009.07
2024,"British Columbia","59","total",1272.65
2024,"British Columbia","59","salary",1694.8
2024,"British Columbia","59","wage",984.01
2024,"Yukon","60","total",1448.07
2024,"Yukon","60","salary",1922.45
2024,"Yukon","60","wage",1086.59
2024,"Northwest Territories","61","total",1723.11
2024,"Northwest Territories","61","salary",2246.57
2024,"Northwest Territories","61","wage",1240.91
2024,"Nunavut","62","total",1701.3
2024,"Nunavut","62","salary",2170.5
2024,"Nunavut","62","wage",1335.4
2025,"Canada","1","total",1302.86
2025,"Canada","1","salary",1748.15
2025,"Canada","1","wage",995.09
2025,"Newfoundland and Labrador","10","total",1282.39
2025,"Newfoundland and Labrador","10","salary",1659.4
2025,"Newfoundland and Labrador","10","wage",1040.59
2025,"Prince Edward Island","11","total",1135.31
2025,"Prince Edward Island","11","salary",1501.76
2025,"Prince Edward Island","11","wage",874.59
2025,"Nova Scotia","12","total",1165.3
2025,"Nova Scotia","12","salary",1558.28
2025,"Nova Scotia","12","wage",924.34
2025,"New Brunswick","13","total",1188.91
2025,"New Brunswick","13","salary",1580.49
2025,"New Brunswick","13","wage",956.16
2025,"Quebec","24","total",1256.69
2025,"Quebec","24","salary",1671.62
2025,"Quebec","24","wage",1017.49
2025,"Ontario","35","total",1339.7
2025,"Ontario","35","salary",1796.76
2025,"Ontario","35","wage",976.72
2025,"Manitoba","46","total",1173.33
2025,"Manitoba","46","salary",1576.65
2025,"Manitoba","46","wage",895.01
2025,"Saskatchewan","47","total",1267.07
2025,"Saskatchewan","47","salary",1711.3
2025,"Saskatchewan","47","wage",991.88
2025,"Alberta","48","total",1357.7
2025,"Alberta","48","salary",1801.66
2025,"Alberta","48","wage",1043.65
2025,"British Columbia","59","total",1305.36
2025,"British Columbia","59","salary",1767.66
2025,"British Columbia","59","wage",1000.82
2025,"Yukon","60","total",1496.14
2025,"Yukon","60","salary",1968.5
2025,"Yukon","60","wage",1153.38
2025,"Northwest Territories","61","total",1737.52
2025,"Northwest Territories","61","salary",2293.64
2025,"Northwest Territories","61","wage",1220.59
2025,"Nunavut","62","total",1782.58
2025,"Nunavut","62","salary",2274.46
2025,"Nunavut","62","wage",1439.39
