"ref_date","geo","dguid","building_type","total"
2018,"Abbotsford, City, British Columbia","5909052","Apartment",471
2018,"Abbotsford, City, British Columbia","5909052","Mobile",11
2018,"Abbotsford, City, British Columbia","5909052","Row",397
2018,"Abbotsford, City, British Columbia","5909052","Single",95
2018,"Abercorn, Village, Quebec","2446005","Single",0
2018,"Aberdeen No. 373, Rural municipality, Saskatchewan","4715018","Mobile",1
2018,"Aberdeen No. 373, Rural municipality, Saskatchewan","4715018","Single",5
2018,"Acton Vale, Ville, Quebec","2448028","Apartment",0
2018,"Acton Vale, Ville, Quebec","2448028","Duplex",0
2018,"Acton Vale, Ville, Quebec","2448028","Single",0
2018,"Addington Highlands, Township, Ontario","3511035","Cottage",3
2018,"Addington Highlands, Township, Ontario","3511035","Single",3
2018,"Adelaide-Metcalfe, Township, Ontario","3539047","Single",2
2018,"Adjala-Tosorontio, Township, Ontario","3543003","Apartment",0
2018,"Adjala-Tosorontio, Township, Ontario","3543003","Single",0
2018,"Admaston/Bromley, Township, Ontario","3547043","Single",8
2018,"Adstock, Municipalité, Quebec","2431056","Cottage",0
2018,"Adstock, Municipalité, Quebec","2431056","Single",0
2018,"Air Ronge, Northern village, Saskatchewan","4718042","Apartment",0
2018,"Air Ronge, Northern village, Saskatchewan","4718042","Single",0
2018,"Airdrie, City, Alberta","4806021","Apartment",107
2018,"Airdrie, City, Alberta","4806021","Row",149
2018,"Airdrie, City, Alberta","4806021","Single",450
2018,"Ajax, Town, Ontario","3518005","Apartment",293
2018,"Ajax, Town, Ontario","3518005","Duplex",14
2018,"Ajax, Town, Ontario","3518005","Row",224
2018,"Ajax, Town, Ontario","3518005","Single",71
2018,"Albanel, Municipalité, Quebec","2492030","Single",3
2018,"Alberni-Clayoquot B, Regional district electoral area, British Columbia","5923033","Apartment",0
2018,"Alberni-Clayoquot B, Regional district electoral area, British Columbia","5923033","Cottage",4
2018,"Alberni-Clayoquot B, Regional district electoral area, British Columbia","5923033","Mobile",3
2018,"Alberni-Clayoquot B, Regional district electoral area, British Columbia","5923033","Single",35
2018,"Alberta","48","Apartment",10379
2018,"Alberta","48","Cottage",49
2018,"Alberta","48","Duplex",2858
2018,"Alberta","48","Mobile",180
2018,"Alberta","48","Row",3867
2018,"Alberta","48","Single",11342
2018,"Alberta Beach, Village, Alberta","4813012","Row",1
2018,"Alberta Beach, Village, Alberta","4813012","Single",3
2018,"Alberton, Town, Prince Edward Island","1103052","Apartment",2
2018,"Alberton, Town, Prince Edward Island","1103052","Mobile",1
2018,"Alfred and Plantagenet, Township, Ontario","3502023","Cottage",0
2018,"Alfred and Plantagenet, Township, Ontario","3502023","Duplex",0
2018,"Alfred and Plantagenet, Township, Ontario","3502023","Single",0
2018,"Algonquin Highlands, Township, Ontario","3546018","Apartment",1
2018,"Algonquin Highlands, Township, Ontario","3546018","Cottage",8
2018,"Algonquin Highlands, Township, Ontario","3546018","Single",20
2018,"Alix, Village, Alberta","4808034","Apartment",1
2018,"Alix, Village, Alberta","4808034","Single",1
2018,"Allan, Town, Saskatchewan","4711072","Single",1
2018,"Alma, Ville, Quebec","2493042","Apartment",40
2018,"Alma, Ville, Quebec","2493042","Cottage",1
2018,"Alma, Ville, Quebec","2493042","Duplex",20
2018,"Alma, Ville, Quebec","2493042","Single",35
2018,"Alnwick/Haldimand, Township, Ontario","3514024","Cottage",1
2018,"Alnwick/Haldimand, Township, Ontario","3514024","Single",34
2018,"Alonsa, Rural municipality, Manitoba","4617026","Cottage",2
2018,"Alonsa, Rural municipality, Manitoba","4617026","Mobile",2
2018,"Alonsa, Rural municipality, Manitoba","4617026","Single",2
2018,"Altona, Town, Manitoba","4603040","Duplex",4
2018,"Altona, Town, Manitoba","4603040","Row",5
2018,"Altona, Town, Manitoba","4603040","Single",4
2018,"Amaranth, Township, Ontario","3522008","Single",20
2018,"Amherst, Canton (municipalité de), Quebec","2478070","Single",9
2018,"Amherst, Town, Nova Scotia","1211011","Apartment",8
2018,"Amherst, Town, Nova Scotia","1211011","Mobile",3
2018,"Amherst, Town, Nova Scotia","1211011","Row",4
2018,"Amherst, Town, Nova Scotia","1211011","Single",6
2018,"Amherstburg, Town, Ontario","3537028","Apartment",0
2018,"Amherstburg, Town, Ontario","3537028","Duplex",0
2018,"Amherstburg, Town, Ontario","3537028","Single",0
2018,"Amos, Ville, Quebec","2488055","Apartment",12
2018,"Amos, Ville, Quebec","2488055","Single",20
2018,"Amqui, Ville, Quebec","2407047","Apartment",132
2018,"Amqui, Ville, Quebec","2407047","Single",2
2018,"Anmore, Village, British Columbia","5915038","Single",7
2018,"Annapolis, Subd. D, Subdivision of county municipality, Nova Scotia","1205001","Apartment",2
2018,"Annapolis, Subd. D, Subdivision of county municipality, Nova Scotia","1205001","Cottage",6
2018,"Annapolis, Subd. D, Subdivision of county municipality, Nova Scotia","1205001","Mobile",1
2018,"Annapolis, Subd. D, Subdivision of county municipality, Nova Scotia","1205001","Single",32
2018,"Antigonish, Subd. A, Subdivision of county municipality, Nova Scotia","1214001","Apartment",14
2018,"Antigonish, Subd. A, Subdivision of county municipality, Nova Scotia","1214001","Cottage",1
2018,"Antigonish, Subd. A, Subdivision of county municipality, Nova Scotia","1214001","Duplex",3
2018,"Antigonish, Subd. A, Subdivision of county municipality, Nova Scotia","1214001","Mobile",22
2018,"Antigonish, Subd. A, Subdivision of county municipality, Nova Scotia","1214001","Single",51
2018,"Antigonish, Town, Nova Scotia","1214002","Apartment",11
2018,"Antigonish, Town, Nova Scotia","1214002","Mobile",3
2018,"Antigonish, Town, Nova Scotia","1214002","Single",0
2018,"Appleton, Town, Newfoundland and Labrador","1006011","Single",3
2018,"Aquadeo, Resort village, Saskatchewan","4717005","Single",1
2018,"Arborg, Town, Manitoba","4618074","Apartment",1
2018,"Argyle, Municipal district, Nova Scotia","1202001","Apartment",5
2018,"Argyle, Municipal district, Nova Scotia","1202001","Cottage",3
2018,"Argyle, Municipal district, Nova Scotia","1202001","Single",6
2018,"Armour, Township, Ontario","3549019","Cottage",1
2018,"Armour, Township, Ontario","3549019","Single",17
2018,"Armstrong, City, British Columbia","5937028","Apartment",3
2018,"Armstrong, City, British Columbia","5937028","Duplex",2
2018,"Armstrong, City, British Columbia","5937028","Row",2
2018,"Armstrong, City, British Columbia","5937028","Single",23
2018,"Armstrong, Rural municipality, Manitoba","4618037","Cottage",1
2018,"Armstrong, Rural municipality, Manitoba","4618037","Mobile",1
2018,"Armstrong, Rural municipality, Manitoba","4618037","Single",3
2018,"Arnold's Cove, Town, Newfoundland and Labrador","1001270","Single",0
2018,"Arnprior, Town, Ontario","3547002","Apartment",3
2018,"Arnprior, Town, Ontario","3547002","Duplex",8
2018,"Arnprior, Town, Ontario","3547002","Row",55
2018,"Arnprior, Town, Ontario","3547002","Single",9
2018,"Arran-Elderslie, Municipality, Ontario","3541043","Apartment",0
2018,"Arran-Elderslie, Municipality, Ontario","3541043","Cottage",1
2018,"Arran-Elderslie, Municipality, Ontario","3541043","Row",3
2018,"Arran-Elderslie, Municipality, Ontario","3541043","Single",12
2018,"Arundel, Canton (municipalité de), Quebec","2478060","Single",0
2018,"Arviat, Hamlet, Nunavut","6205015","Apartment",20
2018,"Ascot Corner, Municipalité, Quebec","2441055","Apartment",9
2018,"Ascot Corner, Municipalité, Quebec","2441055","Duplex",2
2018,"Ascot Corner, Municipalité, Quebec","2441055","Single",14
2018,"Ashfield-Colborne-Wawanosh, Township, Ontario","3540063","Cottage",2
2018,"Ashfield-Colborne-Wawanosh, Township, Ontario","3540063","Single",50
2018,"Asphodel-Norwood, Township, Ontario","3515003","Cottage",1
2018,"Asphodel-Norwood, Township, Ontario","3515003","Single",24
2018,"Asquith, Town, Saskatchewan","4712059","Single",3
2018,"Aston-Jonction, Municipalité, Quebec","2450013","Single",1
2018,"Athabasca County, Municipal district, Alberta","4813044","Cottage",1
2018,"Athabasca County, Municipal district, Alberta","4813044","Mobile",5
2018,"Athabasca County, Municipal district, Alberta","4813044","Single",32
2018,"Athens, Township, Ontario","3507042","Cottage",1
2018,"Athens, Township, Ontario","3507042","Single",6
2018,"Atholville, Village, New Brunswick","1314013","Apartment",2
2018,"Atholville, Village, New Brunswick","1314013","Single",1
2018,"Augusta, Township, Ontario","3507006","Apartment",6
2018,"Augusta, Township, Ontario","3507006","Single",5
2018,"Aurora, Town, Ontario","3519046","Apartment",204
2018,"Aurora, Town, Ontario","3519046","Duplex",2
2018,"Aurora, Town, Ontario","3519046","Row",9
2018,"Aurora, Town, Ontario","3519046","Single",89
2018,"Austin, Municipalité, Quebec","2445085","Apartment",1
2018,"Austin, Municipalité, Quebec","2445085","Single",36
2018,"Avondale, Town, Newfoundland and Labrador","1001464","Single",0
2018,"Ayer's Cliff, Village, Quebec","2445035","Single",6
2018,"Aylmer, Town, Ontario","3534011","Apartment",55
2018,"Aylmer, Town, Ontario","3534011","Duplex",1
2018,"Aylmer, Town, Ontario","3534011","Single",8
2018,"Badger, Town, Newfoundland and Labrador","1006026","Single",0
2018,"Baie Verte, Town, Newfoundland and Labrador","1008079","Single",2
2018,"Baie-Comeau, Ville, Quebec","2496020","Apartment",5
2018,"Baie-Comeau, Ville, Quebec","2496020","Cottage",0
2018,"Baie-Comeau, Ville, Quebec","2496020","Single",-1
2018,"Baie-D'Urfé, Ville, Quebec","2466112","Single",0
2018,"Baie-Saint-Paul, Ville, Quebec","2416013","Apartment",0
2018,"Baie-Saint-Paul, Ville, Quebec","2416013","Cottage",0
2018,"Baie-Saint-Paul, Ville, Quebec","2416013","Single",0
2018,"Baie-du-Febvre, Municipalité, Quebec","2450100","Mobile",0
2018,"Baie-du-Febvre, Municipalité, Quebec","2450100","Single",0
2018,"Balgonie, Town, Saskatchewan","4706032","Single",0
2018,"Bancroft, Town, Ontario","3512061","Apartment",0
2018,"Bancroft, Town, Ontario","3512061","Cottage",1
2018,"Bancroft, Town, Ontario","3512061","Duplex",2
2018,"Bancroft, Town, Ontario","3512061","Single",12
2018,"Banff, Town, Alberta","4815035","Apartment",10
2018,"Banff, Town, Alberta","4815035","Single",0
2018,"Barraute, Municipalité, Quebec","2488022","Apartment",0
2018,"Barraute, Municipalité, Quebec","2488022","Mobile",1
2018,"Barraute, Municipalité, Quebec","2488022","Single",4
2018,"Barrhead County No. 11, Municipal district, Alberta","4813018","Apartment",1
2018,"Barrhead County No. 11, Municipal district, Alberta","4813018","Mobile",1
2018,"Barrhead County No. 11, Municipal district, Alberta","4813018","Single",14
2018,"Barrhead, Town, Alberta","4813019","Row",4
2018,"Barrhead, Town, Alberta","4813019","Single",5
2018,"Barrie, City, Ontario","3543042","Apartment",487
2018,"Barrie, City, Ontario","3543042","Duplex",2
2018,"Barrie, City, Ontario","3543042","Row",137
2018,"Barrie, City, Ontario","3543042","Single",67
2018,"Barriere, District municipality, British Columbia","5933074","Single",7
2018,"Barrington, Municipal district, Nova Scotia","1201001","Apartment",12
2018,"Barrington, Municipal district, Nova Scotia","1201001","Mobile",3
2018,"Barrington, Municipal district, Nova Scotia","1201001","Single",9
2018,"Bathurst, City, New Brunswick","1315011","Apartment",17
2018,"Bathurst, City, New Brunswick","1315011","Cottage",0
2018,"Bathurst, City, New Brunswick","1315011","Single",3
2018,"Bathurst, Parish, New Brunswick","1315008","Apartment",21
2018,"Bathurst, Parish, New Brunswick","1315008","Cottage",6
2018,"Bathurst, Parish, New Brunswick","1315008","Mobile",8
2018,"Bathurst, Parish, New Brunswick","1315008","Single",28
2018,"Battle River No. 438, Rural municipality, Saskatchewan","4712078","Mobile",1
2018,"Battle River No. 438, Rural municipality, Saskatchewan","4712078","Single",4
2018,"Battleford, Town, Saskatchewan","4712079","Duplex",6
2018,"Battleford, Town, Saskatchewan","4712079","Single",3
2018,"Bauline, Town, Newfoundland and Labrador","1001512","Duplex",2
2018,"Bay Bulls, Town, Newfoundland and Labrador","1001557","Single",5
2018,"Bay Roberts, Town, Newfoundland and Labrador","1001409","Single",0
2018,"Bayham, Municipality, Ontario","3534005","Apartment",2
2018,"Bayham, Municipality, Ontario","3534005","Duplex",1
2018,"Bayham, Municipality, Ontario","3534005","Mobile",1
2018,"Bayham, Municipality, Ontario","3534005","Single",24
2018,"Beaconsfield, Ville, Quebec","2466107","Row",0
2018,"Beaconsfield, Ville, Quebec","2466107","Single",0
2018,"Beauceville, Ville, Quebec","2427028","Apartment",18
2018,"Beauceville, Ville, Quebec","2427028","Duplex",2
2018,"Beauceville, Ville, Quebec","2427028","Single",11
2018,"Beauharnois, Ville, Quebec","2470022","Apartment",87
2018,"Beauharnois, Ville, Quebec","2470022","Single",8
2018,"Beaumont, City, Alberta","4811013","Apartment",12
2018,"Beaumont, City, Alberta","4811013","Duplex",37
2018,"Beaumont, City, Alberta","4811013","Row",8
2018,"Beaumont, City, Alberta","4811013","Single",106
2018,"Beaumont, Municipalité, Quebec","2419105","Single",23
2018,"Beaupré, Ville, Quebec","2421025","Apartment",0
2018,"Beaupré, Ville, Quebec","2421025","Duplex",0
2018,"Beaupré, Ville, Quebec","2421025","Single",0
2018,"Beaver County, Municipal district, Alberta","4810016","Apartment",1
2018,"Beaver County, Municipal district, Alberta","4810016","Single",24
2018,"Beaver River No. 622, Rural municipality, Saskatchewan","4717062","Cottage",0
2018,"Beaver River No. 622, Rural municipality, Saskatchewan","4717062","Mobile",0
2018,"Beaver River No. 622, Rural municipality, Saskatchewan","4717062","Single",0
2018,"Beaverlodge, Town, Alberta","4819009","Single",0
2018,"Beckwith, Township, Ontario","3509024","Cottage",1
2018,"Beckwith, Township, Ontario","3509024","Single",90
2018,"Bedford, Canton (municipalité de), Quebec","2446040","Single",0
2018,"Bedford, Ville, Quebec","2446035","Single",1
2018,"Behchokò, Community government, Northwest Territories","6103031","Apartment",2
2018,"Behchokò, Community government, Northwest Territories","6103031","Mobile",1
2018,"Behchokò, Community government, Northwest Territories","6103031","Single",2
2018,"Beiseker, Village, Alberta","4806024","Single",0
2018,"Belcarra, Village, British Columbia","5915036","Single",1
2018,"Belleville, City, Ontario","3512005","Apartment",13
2018,"Belleville, City, Ontario","3512005","Duplex",8
2018,"Belleville, City, Ontario","3512005","Row",63
2018,"Belleville, City, Ontario","3512005","Single",180
2018,"Beloeil, Ville, Quebec","2457040","Apartment",323
2018,"Beloeil, Ville, Quebec","2457040","Row",12
2018,"Beloeil, Ville, Quebec","2457040","Single",36
2018,"Berthierville, Ville, Quebec","2452035","Apartment",45
2018,"Berthierville, Ville, Quebec","2452035","Single",3
2018,"Berwick, Town, Nova Scotia","1207004","Apartment",2
2018,"Berwick, Town, Nova Scotia","1207004","Duplex",2
2018,"Berwick, Town, Nova Scotia","1207004","Mobile",1
2018,"Berwick, Town, Nova Scotia","1207004","Single",5
2018,"Betula Beach, Summer village, Alberta","4811039","Single",2
2018,"Bienfait, Town, Saskatchewan","4701021","Single",0
2018,"Bifrost-Riverton, Municipality, Manitoba","4618076","Mobile",1
2018,"Bifrost-Riverton, Municipality, Manitoba","4618076","Single",6
2018,"Big Lakes County, Municipal district, Alberta","4817027","Cottage",9
2018,"Big Lakes County, Municipal district, Alberta","4817027","Mobile",1
2018,"Big Lakes County, Municipal district, Alberta","4817027","Row",1
2018,"Big Lakes County, Municipal district, Alberta","4817027","Single",19
2018,"Big River, Town, Saskatchewan","4716072","Cottage",1
2018,"Big River, Town, Saskatchewan","4716072","Single",1
2018,"Biggar, Town, Saskatchewan","4712046","Single",4
2018,"Bighorn No. 8, Municipal district, Alberta","4815015","Apartment",1
2018,"Bighorn No. 8, Municipal district, Alberta","4815015","Single",13
2018,"Birch Hills County, Municipal district, Alberta","4819049","Apartment",8
2018,"Birch Hills County, Municipal district, Alberta","4819049","Mobile",1
2018,"Birch Hills County, Municipal district, Alberta","4819049","Single",1
2018,"Birchy Bay, Town, Newfoundland and Labrador","1008038","Single",1
2018,"Bjorkdale No. 426, Rural municipality, Saskatchewan","4714038","Cottage",0
2018,"Black Diamond, Town, Alberta","4806011","Single",6
2018,"Black River-Matheson, Township, Ontario","3556014","Apartment",0
2018,"Black River-Matheson, Township, Ontario","3556014","Cottage",0
2018,"Black River-Matheson, Township, Ontario","3556014","Single",0
2018,"Blackfalds, Town, Alberta","4808029","Apartment",3
2018,"Blackfalds, Town, Alberta","4808029","Duplex",4
2018,"Blackfalds, Town, Alberta","4808029","Mobile",4
2018,"Blackfalds, Town, Alberta","4808029","Row",32
2018,"Blackfalds, Town, Alberta","4808029","Single",27
2018,"Blacks Harbour, Village, New Brunswick","1302012","Single",1
2018,"Blainville, Ville, Quebec","2473015","Apartment",349
2018,"Blainville, Ville, Quebec","2473015","Row",20
2018,"Blainville, Ville, Quebec","2473015","Single",62
2018,"Blandford-Blenheim, Township, Ontario","3532045","Mobile",2
2018,"Blandford-Blenheim, Township, Ontario","3532045","Row",12
2018,"Blandford-Blenheim, Township, Ontario","3532045","Single",14
2018,"Blind River, Town, Ontario","3557038","Cottage",0
2018,"Blind River, Town, Ontario","3557038","Single",0
2018,"Blissville, Parish, New Brunswick","1303001","Apartment",9
2018,"Blissville, Parish, New Brunswick","1303001","Cottage",7
2018,"Blissville, Parish, New Brunswick","1303001","Duplex",1
2018,"Blissville, Parish, New Brunswick","1303001","Mobile",40
2018,"Blissville, Parish, New Brunswick","1303001","Single",114
2018,"Blucher No. 343, Rural municipality, Saskatchewan","4711069","Single",8
2018,"Bluewater, Municipality, Ontario","3540010","Apartment",7
2018,"Bluewater, Municipality, Ontario","3540010","Mobile",5
2018,"Bluewater, Municipality, Ontario","3540010","Single",32
2018,"Bois-des-Filion, Ville, Quebec","2473030","Apartment",80
2018,"Bois-des-Filion, Ville, Quebec","2473030","Duplex",8
2018,"Bois-des-Filion, Ville, Quebec","2473030","Single",8
2018,"Boisbriand, Ville, Quebec","2473005","Apartment",0
2018,"Boisbriand, Ville, Quebec","2473005","Duplex",0
2018,"Boisbriand, Ville, Quebec","2473005","Row",0
2018,"Boisbriand, Ville, Quebec","2473005","Single",0
2018,"Boischatel, Municipalité, Quebec","2421045","Single",48
2018,"Boissevain-Morton, Municipality, Manitoba","4605032","Single",0
2018,"Bon Accord, Town, Alberta","4811066","Single",3
2018,"Bonaventure, Ville, Quebec","2405045","Apartment",7
2018,"Bonaventure, Ville, Quebec","2405045","Cottage",2
2018,"Bonaventure, Ville, Quebec","2405045","Single",1
2018,"Bonavista, Town, Newfoundland and Labrador","1007023","Single",5
2018,"Bonfield, Township, Ontario","3548027","Single",8
2018,"Bonnechere Valley, Township, Ontario","3547035","Apartment",6
2018,"Bonnechere Valley, Township, Ontario","3547035","Cottage",5
2018,"Bonnechere Valley, Township, Ontario","3547035","Duplex",2
2018,"Bonnechere Valley, Township, Ontario","3547035","Single",16
2018,"Bonnyville Beach, Summer village, Alberta","4812011","Single",1
2018,"Bonnyville No. 87, Municipal district, Alberta","4812004","Apartment",6
2018,"Bonnyville No. 87, Municipal district, Alberta","4812004","Mobile",8
2018,"Bonnyville No. 87, Municipal district, Alberta","4812004","Row",6
2018,"Bonnyville No. 87, Municipal district, Alberta","4812004","Single",35
2018,"Bonnyville, Town, Alberta","4812009","Apartment",47
2018,"Bonnyville, Town, Alberta","4812009","Single",3
2018,"Borden-Carleton, Town, Prince Edward Island","1103005","Cottage",0
2018,"Borden-Carleton, Town, Prince Edward Island","1103005","Single",0
2018,"Boucherville, Ville, Quebec","2458033","Apartment",103
2018,"Boucherville, Ville, Quebec","2458033","Duplex",56
2018,"Boucherville, Ville, Quebec","2458033","Row",0
2018,"Boucherville, Ville, Quebec","2458033","Single",7
2018,"Bouchette, Municipalité, Quebec","2483050","Cottage",8
2018,"Bouchette, Municipalité, Quebec","2483050","Single",1
2018,"Bouctouche, Town, New Brunswick","1308005","Row",1
2018,"Bouctouche, Town, New Brunswick","1308005","Single",2
2018,"Bow Island, Town, Alberta","4801014","Apartment",8
2018,"Bow Island, Town, Alberta","4801014","Single",4
2018,"Bowen Island, Island municipality, British Columbia","5915062","Apartment",16
2018,"Bowen Island, Island municipality, British Columbia","5915062","Single",20
2018,"Bracebridge, Town, Ontario","3544018","Apartment",74
2018,"Bracebridge, Town, Ontario","3544018","Cottage",9
2018,"Bracebridge, Town, Ontario","3544018","Mobile",21
2018,"Bracebridge, Town, Ontario","3544018","Row",14
2018,"Bracebridge, Town, Ontario","3544018","Single",115
2018,"Brackley, Community, Prince Edward Island","1102048","Single",1
2018,"Bradford West Gwillimbury, Town, Ontario","3543014","Apartment",6
2018,"Bradford West Gwillimbury, Town, Ontario","3543014","Duplex",23
2018,"Bradford West Gwillimbury, Town, Ontario","3543014","Row",0
2018,"Bradford West Gwillimbury, Town, Ontario","3543014","Single",34
2018,"Brampton, City, Ontario","3521010","Apartment",1330
2018,"Brampton, City, Ontario","3521010","Cottage",0
2018,"Brampton, City, Ontario","3521010","Duplex",88
2018,"Brampton, City, Ontario","3521010","Row",339
2018,"Brampton, City, Ontario","3521010","Single",684
2018,"Brandon, City, Manitoba","4607062","Apartment",98
2018,"Brandon, City, Manitoba","4607062","Mobile",1
2018,"Brandon, City, Manitoba","4607062","Row",4
2018,"Brandon, City, Manitoba","4607062","Single",33
2018,"Brant, City, Ontario","3529005","Apartment",5
2018,"Brant, City, Ontario","3529005","Cottage",1
2018,"Brant, City, Ontario","3529005","Duplex",12
2018,"Brant, City, Ontario","3529005","Row",150
2018,"Brant, City, Ontario","3529005","Single",283
2018,"Brantford, City, Ontario","3529006","Apartment",86
2018,"Brantford, City, Ontario","3529006","Duplex",2
2018,"Brantford, City, Ontario","3529006","Row",243
2018,"Brantford, City, Ontario","3529006","Single",112
2018,"Brazeau County, Municipal district, Alberta","4811032","Apartment",1
2018,"Brazeau County, Municipal district, Alberta","4811032","Single",10
2018,"Bridgewater, Town, Nova Scotia","1206004","Apartment",16
2018,"Bridgewater, Town, Nova Scotia","1206004","Duplex",2
2018,"Bridgewater, Town, Nova Scotia","1206004","Mobile",1
2018,"Bridgewater, Town, Nova Scotia","1206004","Single",6
2018,"Brigham, Municipalité, Quebec","2446090","Mobile",0
2018,"Brigham, Municipalité, Quebec","2446090","Single",0
2018,"Brighton, Municipality, Ontario","3514004","Duplex",18
2018,"Brighton, Municipality, Ontario","3514004","Row",12
2018,"Brighton, Municipality, Ontario","3514004","Single",57
2018,"Bristol, Municipalité, Quebec","2484005","Single",0
2018,"Britannia No. 502, Rural municipality, Saskatchewan","4717028","Cottage",1
2018,"Britannia No. 502, Rural municipality, Saskatchewan","4717028","Mobile",3
2018,"Britannia No. 502, Rural municipality, Saskatchewan","4717028","Single",14
2018,"British Columbia","59","Apartment",33146
2018,"British Columbia","59","Cottage",45
2018,"British Columbia","59","Duplex",469
2018,"British Columbia","59","Mobile",240
2018,"British Columbia","59","Row",5065
2018,"British Columbia","59","Single",7607
2018,"Broadview, Town, Saskatchewan","4705031","Single",1
2018,"Brock, Township, Ontario","3518039","Apartment",52
2018,"Brock, Township, Ontario","3518039","Duplex",0
2018,"Brock, Township, Ontario","3518039","Single",63
2018,"Brockton, Municipality, Ontario","3541032","Cottage",1
2018,"Brockton, Municipality, Ontario","3541032","Mobile",1
2018,"Brockton, Municipality, Ontario","3541032","Single",11
2018,"Brockville, City, Ontario","3507015","Apartment",78
2018,"Brockville, City, Ontario","3507015","Duplex",10
2018,"Brockville, City, Ontario","3507015","Single",13
2018,"Brokenhead, Rural municipality, Manitoba","4612054","Apartment",48
2018,"Brokenhead, Rural municipality, Manitoba","4612054","Mobile",2
2018,"Brokenhead, Rural municipality, Manitoba","4612054","Row",4
2018,"Brokenhead, Rural municipality, Manitoba","4612054","Single",31
2018,"Brome, Village, Quebec","2446070","Single",0
2018,"Bromont, Ville, Quebec","2446078","Apartment",100
2018,"Bromont, Ville, Quebec","2446078","Duplex",22
2018,"Bromont, Ville, Quebec","2446078","Mobile",1
2018,"Bromont, Ville, Quebec","2446078","Row",0
2018,"Bromont, Ville, Quebec","2446078","Single",61
2018,"Brooke-Alvinston, Municipality, Ontario","3538015","Single",2
2018,"Brooks, City, Alberta","4802034","Apartment",23
2018,"Brooks, City, Alberta","4802034","Single",1
2018,"Brossard, Ville, Quebec","2458007","Apartment",2292
2018,"Brossard, Ville, Quebec","2458007","Duplex",32
2018,"Brossard, Ville, Quebec","2458007","Single",85
2018,"Brownsburg-Chatham, Ville, Quebec","2476043","Apartment",4
2018,"Brownsburg-Chatham, Ville, Quebec","2476043","Single",21
2018,"Bruderheim, Town, Alberta","4810066","Single",2
2018,"Buckland No. 491, Rural municipality, Saskatchewan","4715094","Apartment",2
2018,"Buckland No. 491, Rural municipality, Saskatchewan","4715094","Single",5
2018,"Buena Vista, Village, Saskatchewan","4706055","Single",2
2018,"Bulkley-Nechako C, Regional district electoral area, British Columbia","5951015","Apartment",1
2018,"Bulkley-Nechako C, Regional district electoral area, British Columbia","5951015","Mobile",4
2018,"Bulkley-Nechako C, Regional district electoral area, British Columbia","5951015","Single",27
2018,"Burin, Town, Newfoundland and Labrador","1002005","Apartment",0
2018,"Burin, Town, Newfoundland and Labrador","1002005","Single",0
2018,"Burk's Falls, Village, Ontario","3549022","Single",2
2018,"Burlington, City, Ontario","3524002","Apartment",44
2018,"Burlington, City, Ontario","3524002","Duplex",66
2018,"Burlington, City, Ontario","3524002","Row",376
2018,"Burlington, City, Ontario","3524002","Single",105
2018,"Burnaby, City, British Columbia","5915025","Apartment",6304
2018,"Burnaby, City, British Columbia","5915025","Duplex",90
2018,"Burnaby, City, British Columbia","5915025","Row",36
2018,"Burnaby, City, British Columbia","5915025","Single",42
2018,"Burns Lake, Village, British Columbia","5951022","Single",0
2018,"Bécancour, Ville, Quebec","2438010","Apartment",17
2018,"Bécancour, Ville, Quebec","2438010","Duplex",8
2018,"Bécancour, Ville, Quebec","2438010","Single",44
2018,"Bégin, Municipalité, Quebec","2494250","Cottage",0
2018,"Bégin, Municipalité, Quebec","2494250","Single",0
2018,"Caledon, Town, Ontario","3521024","Apartment",170
2018,"Caledon, Town, Ontario","3521024","Duplex",18
2018,"Caledon, Town, Ontario","3521024","Row",152
2018,"Caledon, Town, Ontario","3521024","Single",339
2018,"Calgary, City, Alberta","4806016","Apartment",4601
2018,"Calgary, City, Alberta","4806016","Duplex",1096
2018,"Calgary, City, Alberta","4806016","Mobile",0
2018,"Calgary, City, Alberta","4806016","Row",2002
2018,"Calgary, City, Alberta","4806016","Single",2823
2018,"Callander, Municipality, Ontario","3549066","Apartment",4
2018,"Callander, Municipality, Ontario","3549066","Cottage",1
2018,"Callander, Municipality, Ontario","3549066","Single",13
2018,"Calmar, Town, Alberta","4811019","Apartment",0
2018,"Calmar, Town, Alberta","4811019","Single",3
2018,"Cambridge, City, Ontario","3530010","Apartment",116
2018,"Cambridge, City, Ontario","3530010","Duplex",2
2018,"Cambridge, City, Ontario","3530010","Row",129
2018,"Cambridge, City, Ontario","3530010","Single",321
2018,"Campbell River, City, British Columbia","5924034","Apartment",154
2018,"Campbell River, City, British Columbia","5924034","Duplex",12
2018,"Campbell River, City, British Columbia","5924034","Mobile",1
2018,"Campbell River, City, British Columbia","5924034","Row",20
2018,"Campbell River, City, British Columbia","5924034","Single",85
2018,"Campobello Island, Rural community, New Brunswick","1302004","Single",2
2018,"Camrose County, Municipal district, Alberta","4810001","Single",40
2018,"Camrose, City, Alberta","4810011","Apartment",6
2018,"Camrose, City, Alberta","4810011","Single",27
2018,"Cana No. 214, Rural municipality, Saskatchewan","4705073","Mobile",1
2018,"Cana No. 214, Rural municipality, Saskatchewan","4705073","Single",2
2018,"Canada","1","Apartment",139604
2018,"Canada","1","Cottage",1444
2018,"Canada","1","Duplex",8655
2018,"Canada","1","Mobile",1283
2018,"Canada","1","Row",25847
2018,"Canada","1","Single",58621
