"ref_date","geo","dguid","work_type","building_type","total"
2018,"Elkford, District municipality, British Columbia","5901003","New construction","Single",611800
2018,"Elliot Lake, City, Ontario","3557041","New construction","Single",465000
2018,"Elliston, Town, Newfoundland and Labrador","1007020","New construction","Apartment",251800
2018,"Elliston, Town, Newfoundland and Labrador","1007020","New construction","Cottage",78200
2018,"Elliston, Town, Newfoundland and Labrador","1007020","New construction","Single",16700
2018,"Elton, Rural municipality, Manitoba","4607071","New construction","Apartment",8500
2018,"Elton, Rural municipality, Manitoba","4607071","New construction","Single",1701900
2018,"Emerson-Franklin, Municipality, Manitoba","4602024","New construction","Single",1520400
2018,"Enderby, City, British Columbia","5937033","New construction","Apartment",0
2018,"Enderby, City, British Columbia","5937033","New construction","Single",0
2018,"Englehart, Town, Ontario","3554052","New construction","Single",151200
2018,"Enniskillen, Township, Ontario","3538016","New construction","Single",1948500
2018,"Entrelacs, Municipalité, Quebec","2462053","New construction","Cottage",651500
2018,"Entrelacs, Municipalité, Quebec","2462053","New construction","Single",4197500
2018,"Erin, Town, Ontario","3523017","New construction","Apartment",0
2018,"Erin, Town, Ontario","3523017","New construction","Single",0
2018,"Espanola, Town, Ontario","3552026","New construction","Single",339400
2018,"Esquimalt, District municipality, British Columbia","5917040","New construction","Apartment",18583900
2018,"Esquimalt, District municipality, British Columbia","5917040","New construction","Duplex",1146600
2018,"Esquimalt, District municipality, British Columbia","5917040","New construction","Row",25700
2018,"Esquimalt, District municipality, British Columbia","5917040","New construction","Single",3248200
2018,"Essa, Township, Ontario","3543021","New construction","Row",0
2018,"Essa, Township, Ontario","3543021","New construction","Single",0
2018,"Essex, Town, Ontario","3537016","New construction","Duplex",735000
2018,"Essex, Town, Ontario","3537016","New construction","Mobile",185000
2018,"Essex, Town, Ontario","3537016","New construction","Single",23869100
2018,"Esterhazy, Town, Saskatchewan","4705052","New construction","Single",1075300
2018,"Estevan No. 5, Rural municipality, Saskatchewan","4701022","New construction","Single",2271000
2018,"Estevan, City, Saskatchewan","4701024","New construction","Single",1055300
2018,"Eston, Town, Saskatchewan","4708076","New construction","Single",1177100
2018,"Estérel, Ville, Quebec","2477011","New construction","Single",3455900
2018,"Fairview No. 136, Municipal district, Alberta","4819066","New construction","Cottage",27100
2018,"Fairview No. 136, Municipal district, Alberta","4819066","New construction","Single",933600
2018,"Faraday, Township, Ontario","3512058","New construction","Cottage",348000
2018,"Faraday, Township, Ontario","3512058","New construction","Single",2379700
2018,"Farnham, Ville, Quebec","2446112","New construction","Apartment",0
2018,"Farnham, Ville, Quebec","2446112","New construction","Duplex",0
2018,"Farnham, Ville, Quebec","2446112","New construction","Mobile",0
2018,"Farnham, Ville, Quebec","2446112","New construction","Row",0
2018,"Farnham, Ville, Quebec","2446112","New construction","Single",0
2018,"Ferme-Neuve, Municipalité, Quebec","2479097","New construction","Cottage",85400
2018,"Ferme-Neuve, Municipalité, Quebec","2479097","New construction","Single",1206100
2018,"Fernie, City, British Columbia","5901012","New construction","Apartment",1486100
2018,"Fernie, City, British Columbia","5901012","New construction","Duplex",6200
2018,"Fernie, City, British Columbia","5901012","New construction","Single",14358200
2018,"Fisher, Rural municipality, Manitoba","4618068","New construction","Mobile",400
2018,"Fisher, Rural municipality, Manitoba","4618068","New construction","Single",211100
2018,"Flagstaff County, Municipal district, Alberta","4807031","New construction","Cottage",400
2018,"Flagstaff County, Municipal district, Alberta","4807031","New construction","Single",5743700
2018,"Flatrock, Town, Newfoundland and Labrador","1001507","New construction","Apartment",0
2018,"Flatrock, Town, Newfoundland and Labrador","1001507","New construction","Duplex",0
2018,"Flatrock, Town, Newfoundland and Labrador","1001507","New construction","Row",0
2018,"Flatrock, Town, Newfoundland and Labrador","1001507","New construction","Single",0
2018,"Florenceville-Bristol, Town, New Brunswick","1311027","New construction","Apartment",600
2018,"Florenceville-Bristol, Town, New Brunswick","1311027","New construction","Single",1055900
2018,"Fogo Island, Town, Newfoundland and Labrador","1008099","New construction","Single",0
2018,"Foothills County (prev: Foothills No. 31), Municipal district, Alberta","4806001","New construction","Mobile",256000
2018,"Foothills County (prev: Foothills No. 31), Municipal district, Alberta","4806001","New construction","Single",67615000
2018,"Foremost, Village, Alberta","4801009","New construction","Single",556400
2018,"Forestburg, Village, Alberta","4807036","New construction","Single",238900
2018,"Forestville, Ville, Quebec","2495045","New construction","Mobile",0
2018,"Forestville, Ville, Quebec","2495045","New construction","Single",0
2018,"Fort Erie, Town, Ontario","3526003","New construction","Apartment",1075800
2018,"Fort Erie, Town, Ontario","3526003","New construction","Duplex",2300
2018,"Fort Erie, Town, Ontario","3526003","New construction","Mobile",218300
2018,"Fort Erie, Town, Ontario","3526003","New construction","Row",8642400
2018,"Fort Erie, Town, Ontario","3526003","New construction","Single",36621100
2018,"Fort Frances, Town, Ontario","3559012","New construction","Apartment",1927700
2018,"Fort Frances, Town, Ontario","3559012","New construction","Single",2525800
2018,"Fort Macleod, Town, Alberta","4803019","New construction","Apartment",12900
2018,"Fort Macleod, Town, Alberta","4803019","New construction","Mobile",17100
2018,"Fort Macleod, Town, Alberta","4803019","New construction","Single",1366400
2018,"Fort McPherson, Hamlet, Northwest Territories","6101015","New construction","Apartment",0
2018,"Fort McPherson, Hamlet, Northwest Territories","6101015","New construction","Single",0
2018,"Fort Qu'Appelle, Town, Saskatchewan","4706051","New construction","Apartment",827600
2018,"Fort Qu'Appelle, Town, Saskatchewan","4706051","New construction","Single",258800
2018,"Fort Saskatchewan, City, Alberta","4811056","New construction","Apartment",2842000
2018,"Fort Saskatchewan, City, Alberta","4811056","New construction","Duplex",9320400
2018,"Fort Saskatchewan, City, Alberta","4811056","New construction","Row",6548000
2018,"Fort Saskatchewan, City, Alberta","4811056","New construction","Single",21179200
2018,"Fort Simpson, Village, Northwest Territories","6104038","New construction","Duplex",85500
2018,"Fort Simpson, Village, Northwest Territories","6104038","New construction","Mobile",15300
2018,"Fort Smith, Town, Northwest Territories","6105001","New construction","Single",1189800
2018,"Fort St. James, District municipality, British Columbia","5951013","New construction","Single",243300
2018,"Fort St. John, City, British Columbia","5955034","New construction","Apartment",13646800
2018,"Fort St. John, City, British Columbia","5955034","New construction","Duplex",2193800
2018,"Fort St. John, City, British Columbia","5955034","New construction","Mobile",232300
2018,"Fort St. John, City, British Columbia","5955034","New construction","Single",3709800
2018,"Fortierville, Municipalité, Quebec","2438047","New construction","Apartment",0
2018,"Fortune, Town, Newfoundland and Labrador","1002018","New construction","Cottage",6700
2018,"Forty Mile County No. 8, Municipal district, Alberta","4801008","New construction","Apartment",6617900
2018,"Forty Mile County No. 8, Municipal district, Alberta","4801008","New construction","Cottage",197000
2018,"Forty Mile County No. 8, Municipal district, Alberta","4801008","New construction","Row",102200
2018,"Forty Mile County No. 8, Municipal district, Alberta","4801008","New construction","Single",1475500
2018,"Fossambault-sur-le-Lac, Ville, Quebec","2422010","New construction","Duplex",237100
2018,"Fossambault-sur-le-Lac, Ville, Quebec","2422010","New construction","Single",5395300
2018,"Fox Creek, Town, Alberta","4818002","New construction","Apartment",56600
2018,"Fox Creek, Town, Alberta","4818002","New construction","Single",316500
2018,"Franquelin, Municipalité, Quebec","2496015","New construction","Cottage",0
2018,"Franquelin, Municipalité, Quebec","2496015","New construction","Single",0
2018,"Fraser Valley A, Regional district electoral area, British Columbia","5909014","New construction","Apartment",927800
2018,"Fraser Valley A, Regional district electoral area, British Columbia","5909014","New construction","Mobile",1582000
2018,"Fraser Valley A, Regional district electoral area, British Columbia","5909014","New construction","Single",25385700
2018,"Fraser Valley D, Regional district electoral area, British Columbia","5909034","New construction","Single",5933100
2018,"Fraser Valley E, Regional district electoral area, British Columbia","5909036","New construction","Single",2758200
2018,"Fraser Valley H, Regional district electoral area, British Columbia","5909035","New construction","Apartment",0
2018,"Fraser Valley H, Regional district electoral area, British Columbia","5909035","New construction","Mobile",0
2018,"Fraser Valley H, Regional district electoral area, British Columbia","5909035","New construction","Single",0
2018,"Fraser-Fort George A, Regional district electoral area, British Columbia","5953038","New construction","Apartment",194400
2018,"Fraser-Fort George A, Regional district electoral area, British Columbia","5953038","New construction","Single",5007200
2018,"Fraser-Fort George C, Regional district electoral area, British Columbia","5953042","New construction","Apartment",259600
2018,"Fraser-Fort George C, Regional district electoral area, British Columbia","5953042","New construction","Single",8140500
2018,"Fraser-Fort George D, Regional district electoral area, British Columbia","5953044","New construction","Single",11780800
2018,"Fraser-Fort George F, Regional district electoral area, British Columbia","5953048","New construction","Single",1826400
2018,"Fraser-Fort George H, Regional district electoral area, British Columbia","5953019","New construction","Apartment",1943700
2018,"Fraser-Fort George H, Regional district electoral area, British Columbia","5953019","New construction","Cottage",246300
2018,"Fraser-Fort George H, Regional district electoral area, British Columbia","5953019","New construction","Mobile",174700
2018,"Fraser-Fort George H, Regional district electoral area, British Columbia","5953019","New construction","Single",13196800
2018,"Fredericton, City, New Brunswick","1310032","New construction","Apartment",29489600
2018,"Fredericton, City, New Brunswick","1310032","New construction","Duplex",1841100
2018,"Fredericton, City, New Brunswick","1310032","New construction","Mobile",501500
2018,"Fredericton, City, New Brunswick","1310032","New construction","Row",8079800
2018,"Fredericton, City, New Brunswick","1310032","New construction","Single",17607100
2018,"French River, Municipality, Ontario","3552001","New construction","Cottage",940200
2018,"French River, Municipality, Ontario","3552001","New construction","Duplex",177300
2018,"French River, Municipality, Ontario","3552001","New construction","Single",1487700
2018,"Frenchman Butte No. 501, Rural municipality, Saskatchewan","4717032","New construction","Single",1007600
2018,"Front of Yonge, Township, Ontario","3507017","New construction","Cottage",206900
2018,"Front of Yonge, Township, Ontario","3507017","New construction","Single",1709500
2018,"Frontenac Islands, Township, Ontario","3510005","New construction","Apartment",2600
2018,"Frontenac Islands, Township, Ontario","3510005","New construction","Cottage",942700
2018,"Frontenac Islands, Township, Ontario","3510005","New construction","Mobile",12800
2018,"Frontenac Islands, Township, Ontario","3510005","New construction","Single",3058000
2018,"Frontenac, Municipalité, Quebec","2430025","New construction","Single",0
2018,"Fruitvale, Village, British Columbia","5905005","New construction","Single",1558900
2018,"Gambo, Town, Newfoundland and Labrador","1007047","New construction","Single",0
2018,"Gananoque, Town, Ontario","3507024","New construction","Apartment",10844700
2018,"Gananoque, Town, Ontario","3507024","New construction","Single",1405500
2018,"Gander, Town, Newfoundland and Labrador","1006009","New construction","Apartment",839900
2018,"Gander, Town, Newfoundland and Labrador","1006009","New construction","Duplex",1609600
2018,"Gander, Town, Newfoundland and Labrador","1006009","New construction","Row",627800
2018,"Gander, Town, Newfoundland and Labrador","1006009","New construction","Single",4031900
2018,"Gaspé, Ville, Quebec","2403005","New construction","Apartment",884300
2018,"Gaspé, Ville, Quebec","2403005","New construction","Cottage",159000
2018,"Gaspé, Ville, Quebec","2403005","New construction","Single",8698900
2018,"Gatineau, Ville, Quebec","2481017","New construction","Apartment",152268000
2018,"Gatineau, Ville, Quebec","2481017","New construction","Duplex",28810800
2018,"Gatineau, Ville, Quebec","2481017","New construction","Mobile",2100
2018,"Gatineau, Ville, Quebec","2481017","New construction","Row",9021800
2018,"Gatineau, Ville, Quebec","2481017","New construction","Single",33224900
2018,"Georgetown, Town, Prince Edward Island","1101024","New construction","Mobile",34800
2018,"Georgetown, Town, Prince Edward Island","1101024","New construction","Single",124300
2018,"Georgian Bay, Township, Ontario","3544065","New construction","Cottage",2500
2018,"Georgian Bay, Township, Ontario","3544065","New construction","Mobile",10100
2018,"Georgian Bay, Township, Ontario","3544065","New construction","Single",21806100
2018,"Georgian Bluffs, Township, Ontario","3542053","New construction","Apartment",248000
2018,"Georgian Bluffs, Township, Ontario","3542053","New construction","Mobile",88600
2018,"Georgian Bluffs, Township, Ontario","3542053","New construction","Row",610100
2018,"Georgian Bluffs, Township, Ontario","3542053","New construction","Single",21698500
2018,"Georgina, Town, Ontario","3519070","New construction","Apartment",969600
2018,"Georgina, Town, Ontario","3519070","New construction","Duplex",54300
2018,"Georgina, Town, Ontario","3519070","New construction","Row",-200900
2018,"Georgina, Town, Ontario","3519070","New construction","Single",32625900
2018,"Gibbons, Town, Alberta","4811064","New construction","Row",800
2018,"Gibbons, Town, Alberta","4811064","New construction","Single",1489200
2018,"Gibsons, Town, British Columbia","5929005","New construction","Apartment",0
2018,"Gibsons, Town, British Columbia","5929005","New construction","Duplex",0
2018,"Gibsons, Town, British Columbia","5929005","New construction","Row",0
2018,"Gibsons, Town, British Columbia","5929005","New construction","Single",0
2018,"Gilbert Plains, Municipality, Manitoba","4617054","New construction","Single",436800
2018,"Gillies, Township, Ontario","3558012","New construction","Single",60500
2018,"Gimli, Rural municipality, Manitoba","4618031","New construction","Apartment",73300
2018,"Gimli, Rural municipality, Manitoba","4618031","New construction","Single",9987200
2018,"Glenboro-South Cypress, Municipality, Manitoba","4607039","New construction","Duplex",0
2018,"Glenboro-South Cypress, Municipality, Manitoba","4607039","New construction","Single",0
2018,"Glenwood, Town, Newfoundland and Labrador","1006012","New construction","Single",931400
2018,"Glovertown, Town, Newfoundland and Labrador","1007044","New construction","Apartment",463900
2018,"Glovertown, Town, Newfoundland and Labrador","1007044","New construction","Duplex",2400
2018,"Glovertown, Town, Newfoundland and Labrador","1007044","New construction","Single",319600
2018,"Goderich, Town, Ontario","3540028","New construction","Row",2596000
2018,"Goderich, Town, Ontario","3540028","New construction","Single",942000
2018,"Golden Days, Summer village, Alberta","4811023","New construction","Single",-128600
2018,"Golden, Town, British Columbia","5939007","New construction","Apartment",0
2018,"Golden, Town, British Columbia","5939007","New construction","Row",0
2018,"Golden, Town, British Columbia","5939007","New construction","Single",0
2018,"Gordon/Barrie Island, Municipality, Ontario","3551027","New construction","Cottage",0
2018,"Gordon/Barrie Island, Municipality, Ontario","3551027","New construction","Single",0
2018,"Gore, Canton (municipalité de), Quebec","2476025","New construction","Single",6222900
2018,"Gracefield, Ville, Quebec","2483032","New construction","Single",0
2018,"Grahamdale, Rural municipality, Manitoba","4618060","New construction","Mobile",188000
2018,"Grahamdale, Rural municipality, Manitoba","4618060","New construction","Single",417200
2018,"Granby, Ville, Quebec","2447017","New construction","Apartment",33065200
2018,"Granby, Ville, Quebec","2447017","New construction","Duplex",12374000
2018,"Granby, Ville, Quebec","2447017","New construction","Row",610500
2018,"Granby, Ville, Quebec","2447017","New construction","Single",16804100
2018,"Grand Bank, Town, Newfoundland and Labrador","1002019","New construction","Single",0
2018,"Grand Bay-Westfield, Town, New Brunswick","1305015","New construction","Single",2884800
2018,"Grand Coulee, Town, Saskatchewan","4706028","New construction","Single",243800
2018,"Grand Falls-Windsor, Town, Newfoundland and Labrador","1006017","New construction","Apartment",2260400
2018,"Grand Falls-Windsor, Town, Newfoundland and Labrador","1006017","New construction","Single",4326200
2018,"Grand Forks, City, British Columbia","5905032","New construction","Duplex",1500
2018,"Grand Forks, City, British Columbia","5905032","New construction","Single",880200
2018,"Grand Manan, Village, New Brunswick","1302052","New construction","Mobile",111200
2018,"Grand Manan, Village, New Brunswick","1302052","New construction","Single",608500
2018,"Grand Valley, Town, Ontario","3522010","New construction","Duplex",489700
2018,"Grand Valley, Town, Ontario","3522010","New construction","Row",2227800
2018,"Grand Valley, Town, Ontario","3522010","New construction","Single",11524200
2018,"Grande Prairie County No. 1, Municipal district, Alberta","4819006","New construction","Apartment",12569300
2018,"Grande Prairie County No. 1, Municipal district, Alberta","4819006","New construction","Cottage",207100
2018,"Grande Prairie County No. 1, Municipal district, Alberta","4819006","New construction","Duplex",549500
2018,"Grande Prairie County No. 1, Municipal district, Alberta","4819006","New construction","Mobile",162700
2018,"Grande Prairie County No. 1, Municipal district, Alberta","4819006","New construction","Row",2933100
2018,"Grande Prairie County No. 1, Municipal district, Alberta","4819006","New construction","Single",62625200
2018,"Grande Prairie, City, Alberta","4819012","New construction","Apartment",6107500
2018,"Grande Prairie, City, Alberta","4819012","New construction","Cottage",217000
2018,"Grande Prairie, City, Alberta","4819012","New construction","Duplex",4954000
2018,"Grande Prairie, City, Alberta","4819012","New construction","Mobile",2330900
2018,"Grande Prairie, City, Alberta","4819012","New construction","Row",77000
2018,"Grande Prairie, City, Alberta","4819012","New construction","Single",36095000
2018,"Grande-Rivière, Ville, Quebec","2402015","New construction","Cottage",9300
2018,"Grande-Rivière, Ville, Quebec","2402015","New construction","Mobile",204600
2018,"Grande-Rivière, Ville, Quebec","2402015","New construction","Single",1244600
2018,"Grande-Vallée, Municipalité, Quebec","2403020","New construction","Apartment",0
2018,"Grande-Vallée, Municipalité, Quebec","2403020","New construction","Single",0
2018,"Grandes-Piles, Village, Quebec","2435040","New construction","Single",0
2018,"Grandview, Municipality, Manitoba","4617058","New construction","Single",500500
2018,"Gravenhurst, Town, Ontario","3544002","New construction","Apartment",0
2018,"Gravenhurst, Town, Ontario","3544002","New construction","Cottage",0
2018,"Gravenhurst, Town, Ontario","3544002","New construction","Mobile",0
2018,"Gravenhurst, Town, Ontario","3544002","New construction","Row",0
2018,"Gravenhurst, Town, Ontario","3544002","New construction","Single",0
2018,"Greater Madawaska, Township, Ontario","3547008","New construction","Cottage",1008800
2018,"Greater Madawaska, Township, Ontario","3547008","New construction","Single",9539900
2018,"Greater Napanee, Town, Ontario","3511015","New construction","Duplex",2217700
2018,"Greater Napanee, Town, Ontario","3511015","New construction","Row",6547700
2018,"Greater Napanee, Town, Ontario","3511015","New construction","Single",10575200
2018,"Greater Sudbury (prev: Greater Sudbury / Grand Sudbury), City, Ontario","3553005","New construction","Apartment",11497600
2018,"Greater Sudbury (prev: Greater Sudbury / Grand Sudbury), City, Ontario","3553005","New construction","Cottage",1902000
2018,"Greater Sudbury (prev: Greater Sudbury / Grand Sudbury), City, Ontario","3553005","New construction","Duplex",4759100
2018,"Greater Sudbury (prev: Greater Sudbury / Grand Sudbury), City, Ontario","3553005","New construction","Row",2514400
2018,"Greater Sudbury (prev: Greater Sudbury / Grand Sudbury), City, Ontario","3553005","New construction","Single",33204200
2018,"Greenstone, Municipality, Ontario","3558075","New construction","Single",155000
2018,"Greenview No. 16, Municipal district, Alberta","4818015","New construction","Cottage",87200
2018,"Greenview No. 16, Municipal district, Alberta","4818015","New construction","Mobile",42100
2018,"Greenview No. 16, Municipal district, Alberta","4818015","New construction","Single",9145100
2018,"Greenwich, Parish, New Brunswick","1305038","New construction","Single",522300
2018,"Greenwood, City, British Columbia","5905042","New construction","Mobile",229400
2018,"Grenfell, Town, Saskatchewan","4705029","New construction","Single",157700
2018,"Grenville, Village, Quebec","2476055","New construction","Apartment",304300
2018,"Grenville, Village, Quebec","2476055","New construction","Single",45500
2018,"Grenville-sur-la-Rouge, Municipalité, Quebec","2476052","New construction","Single",0
2018,"Grey Highlands, Municipality, Ontario","3542015","New construction","Single",15883700
2018,"Grey, Rural municipality, Manitoba","4609018","New construction","Single",1509000
2018,"Grimsby, Town, Ontario","3526065","New construction","Apartment",39241100
2018,"Grimsby, Town, Ontario","3526065","New construction","Row",13642100
2018,"Grimsby, Town, Ontario","3526065","New construction","Single",14397300
2018,"Grosse-Île, Municipalité, Quebec","2401042","New construction","Single",0
2018,"Guelph, City, Ontario","3523008","New construction","Apartment",53181100
2018,"Guelph, City, Ontario","3523008","New construction","Duplex",2349500
2018,"Guelph, City, Ontario","3523008","New construction","Row",65377500
2018,"Guelph, City, Ontario","3523008","New construction","Single",20426600
2018,"Guelph/Eramosa, Township, Ontario","3523009","New construction","Apartment",106300
2018,"Guelph/Eramosa, Township, Ontario","3523009","New construction","Row",27300
2018,"Guelph/Eramosa, Township, Ontario","3523009","New construction","Single",18687600
2018,"Gull Lake, Town, Saskatchewan","4708011","New construction","Single",273000
2018,"Guysborough, Municipal district, Nova Scotia","1213004","New construction","Apartment",578700
2018,"Guysborough, Municipal district, Nova Scotia","1213004","New construction","Cottage",333200
2018,"Guysborough, Municipal district, Nova Scotia","1213004","New construction","Mobile",1368800
2018,"Guysborough, Municipal district, Nova Scotia","1213004","New construction","Single",2224800
2018,"Hague, Town, Saskatchewan","4715034","New construction","Row",552000
2018,"Haldimand County, City, Ontario","3528018","New construction","Apartment",0
2018,"Haldimand County, City, Ontario","3528018","New construction","Cottage",0
2018,"Haldimand County, City, Ontario","3528018","New construction","Duplex",0
2018,"Haldimand County, City, Ontario","3528018","New construction","Mobile",0
2018,"Haldimand County, City, Ontario","3528018","New construction","Row",0
2018,"Haldimand County, City, Ontario","3528018","New construction","Single",0
2018,"Halifax, Regional municipality, Nova Scotia","1209034","New construction","Apartment",314056000
2018,"Halifax, Regional municipality, Nova Scotia","1209034","New construction","Cottage",488300
2018,"Halifax, Regional municipality, Nova Scotia","1209034","New construction","Duplex",18352100
2018,"Halifax, Regional municipality, Nova Scotia","1209034","New construction","Mobile",12960900
2018,"Halifax, Regional municipality, Nova Scotia","1209034","New construction","Row",16979000
2018,"Halifax, Regional municipality, Nova Scotia","1209034","New construction","Single",234814300
2018,"Halton Hills, Town, Ontario","3524015","New construction","Row",708500
2018,"Halton Hills, Town, Ontario","3524015","New construction","Single",132571200
2018,"Ham-Nord, Canton (municipalité de), Quebec","2439010","New construction","Single",2600
2018,"Hamilton, City, Ontario","3525005","New construction","Apartment",359766600
2018,"Hamilton, City, Ontario","3525005","New construction","Duplex",12554700
2018,"Hamilton, City, Ontario","3525005","New construction","Mobile",168200
2018,"Hamilton, City, Ontario","3525005","New construction","Row",270441900
2018,"Hamilton, City, Ontario","3525005","New construction","Single",260059700
2018,"Hamilton, Township, Ontario","3514019","New construction","Apartment",696000
2018,"Hamilton, Township, Ontario","3514019","New construction","Cottage",469400
2018,"Hamilton, Township, Ontario","3514019","New construction","Single",11180300
2018,"Hamiota, Municipality, Manitoba","4615037","New construction","Apartment",509400
2018,"Hampstead, Ville, Quebec","2466062","New construction","Apartment",1504700
2018,"Hampstead, Ville, Quebec","2466062","New construction","Duplex",49300
2018,"Hampstead, Ville, Quebec","2466062","New construction","Row",4368500
2018,"Hampstead, Ville, Quebec","2466062","New construction","Single",3536000
2018,"Hampton, Parish, New Brunswick","1305006","New construction","Single",3877100
2018,"Hampton, Town, New Brunswick","1305007","New construction","Apartment",528400
2018,"Hampton, Town, New Brunswick","1305007","New construction","Duplex",205600
2018,"Hampton, Town, New Brunswick","1305007","New construction","Single",3427600
2018,"Hanna, Town, Alberta","4804011","New construction","Apartment",4800
2018,"Hanna, Town, Alberta","4804011","New construction","Single",180700
2018,"Hanover, Rural municipality, Manitoba","4602041","New construction","Apartment",3150400
2018,"Hanover, Rural municipality, Manitoba","4602041","New construction","Duplex",6070300
2018,"Hanover, Rural municipality, Manitoba","4602041","New construction","Row",357200
2018,"Hanover, Rural municipality, Manitoba","4602041","New construction","Single",29057700
2018,"Hanover, Town, Ontario","3542029","New construction","Duplex",2145500
2018,"Hanover, Town, Ontario","3542029","New construction","Row",955300
2018,"Hanover, Town, Ontario","3542029","New construction","Single",8235000
2018,"Hanwell, Rural community, New Brunswick","1310017","New construction","Single",124000
2018,"Happy Valley-Goose Bay, Town, Newfoundland and Labrador","1010025","New construction","Apartment",12700
2018,"Happy Valley-Goose Bay, Town, Newfoundland and Labrador","1010025","New construction","Duplex",21800
2018,"Happy Valley-Goose Bay, Town, Newfoundland and Labrador","1010025","New construction","Single",28400
2018,"Harbour Breton, Town, Newfoundland and Labrador","1003008","New construction","Single",0
2018,"Harbour Grace, Town, Newfoundland and Labrador","1001379","New construction","Apartment",0
2018,"Harbour Grace, Town, Newfoundland and Labrador","1001379","New construction","Single",0
2018,"Harbour Main-Chapel's Cove-Lakeview, Town, Newfoundland and Labrador","1001469","New construction","Single",1180100
2018,"Hardisty, Town, Alberta","4807048","New construction","Mobile",70400
2018,"Hardisty, Town, Alberta","4807048","New construction","Single",2700
2018,"Hardwicke, Parish, New Brunswick","1309001","New construction","Apartment",2473100
2018,"Hardwicke, Parish, New Brunswick","1309001","New construction","Cottage",531100
2018,"Hardwicke, Parish, New Brunswick","1309001","New construction","Mobile",3269700
2018,"Hardwicke, Parish, New Brunswick","1309001","New construction","Single",9700500
2018,"Hare Bay, Town, Newfoundland and Labrador","1007049","New construction","Apartment",118100
2018,"Hare Bay, Town, Newfoundland and Labrador","1007049","New construction","Single",321400
2018,"Harrison Hot Springs, Village, British Columbia","5909027","New construction","Single",9202300
2018,"Harvey, Village, New Brunswick","1310005","New construction","Single",-4600
2018,"Hastings Highlands, Municipality, Ontario","3512076","New construction","Cottage",448400
2018,"Hastings Highlands, Municipality, Ontario","3512076","New construction","Duplex",1500
2018,"Hastings Highlands, Municipality, Ontario","3512076","New construction","Single",7998800
2018,"Hatley, Canton (municipalité de), Quebec","2445055","New construction","Apartment",1100
2018,"Hatley, Canton (municipalité de), Quebec","2445055","New construction","Single",4986000
2018,"Hatley, Municipalité, Quebec","2445043","New construction","Single",1165800
2018,"Havelock-Belmont-Methuen, Township, Ontario","3515030","New construction","Cottage",4797500
2018,"Havelock-Belmont-Methuen, Township, Ontario","3515030","New construction","Mobile",211600
2018,"Havelock-Belmont-Methuen, Township, Ontario","3515030","New construction","Single",4630400
2018,"Havre-Saint-Pierre, Municipalité, Quebec","2498040","New construction","Cottage",76700
2018,"Havre-Saint-Pierre, Municipalité, Quebec","2498040","New construction","Single",165400
2018,"Hawkesbury, Town, Ontario","3502008","New construction","Cottage",500
2018,"Hawkesbury, Town, Ontario","3502008","New construction","Single",908100
2018,"Hay Lakes, Village, Alberta","4810014","New construction","Single",305200
2018,"Headingley, Rural municipality, Manitoba","4611042","New construction","Apartment",91500
2018,"Headingley, Rural municipality, Manitoba","4611042","New construction","Row",1963400
2018,"Headingley, Rural municipality, Manitoba","4611042","New construction","Single",16209000
2018,"Hearst, Town, Ontario","3556076","New construction","Mobile",198400
2018,"Hearst, Town, Ontario","3556076","New construction","Single",2040300
2018,"Heart's Content, Town, Newfoundland and Labrador","1001325","New construction","Single",0
2018,"Heart's Desire, Town, Newfoundland and Labrador","1001316","New construction","Single",0
2018,"Hemmingford, Canton (municipalité de), Quebec","2468015","New construction","Single",0
2018,"Hemmingford, Village, Quebec","2468010","New construction","Apartment",0
2018,"Hemmingford, Village, Quebec","2468010","New construction","Duplex",0
2018,"Hemmingford, Village, Quebec","2468010","New construction","Row",0
2018,"Hemmingford, Village, Quebec","2468010","New construction","Single",0
2018,"Henryville, Municipalité, Quebec","2456042","New construction","Single",0
2018,"Hepburn, Town, Saskatchewan","4715027","New construction","Single",395800
2018,"Herbert, Town, Saskatchewan","4707026","New construction","Mobile",0
2018,"High Level, Town, Alberta","4817093","New construction","Apartment",781600
2018,"High Level, Town, Alberta","4817093","New construction","Mobile",879100
2018,"High Prairie, Town, Alberta","4817021","New construction","Single",1288500
2018,"High River, Town, Alberta","4806006","New construction","Apartment",5734700
2018,"High River, Town, Alberta","4806006","New construction","Duplex",4776200
2018,"High River, Town, Alberta","4806006","New construction","Row",62200
2018,"High River, Town, Alberta","4806006","New construction","Single",20624700
2018,"Highlands East, Municipality, Ontario","3546005","New construction","Cottage",3534500
2018,"Highlands East, Municipality, Ontario","3546005","New construction","Mobile",35900
2018,"Highlands East, Municipality, Ontario","3546005","New construction","Single",6641500
2018,"Highlands, District municipality, British Columbia","5917049","New construction","Single",2155100
2018,"Hillsborough, Parish, New Brunswick","1306011","New construction","Single",0
2018,"Hillsborough, Village, New Brunswick","1306025","New construction","Single",263900
2018,"Hillsburg-Roblin-Shell River, Municipality, Manitoba","4616048","New construction","Apartment",85300
2018,"Hillsburg-Roblin-Shell River, Municipality, Manitoba","4616048","New construction","Mobile",3200
2018,"Hillsburg-Roblin-Shell River, Municipality, Manitoba","4616048","New construction","Single",1170900
2018,"Hinchinbrooke, Municipalité, Quebec","2469045","New construction","Single",305600
2018,"Hinton, Town, Alberta","4814019","New construction","Apartment",2185500
2018,"Hinton, Town, Alberta","4814019","New construction","Mobile",217000
